timestamp,source.ip,host.collector,destination.port,destination.ip,observer.egress.zone,observer.ingress.zone,rule.name
2025-04-04T08:50:33Z,192.168.2.146,fw-collector-01,443,104.244.42.65,external,internal,allow-web-https
2025-04-04T08:52:11Z,192.168.1.111,fw-collector-03,443,31.13.72.36,external,internal,allow-web-https
2025-04-04T08:53:01Z,192.168.3.68,fw-collector-01,1433,52.94.236.248,database,application,allow-any-any
2025-04-04T08:54:15Z,192.168.3.246,fw-collector-03,22,10.0.0.25,dmz,internal,allow-ssh
2025-04-04T08:54:41Z,192.168.1.114,fw-collector-01,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T08:56:22Z,192.168.1.111,fw-collector-01,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T08:56:23Z,192.168.4.238,fw-collector-02,22,10.0.0.17,dmz,internal,allow-ssh
2025-04-04T08:56:47Z,192.168.5.252,fw-collector-03,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-04T08:57:41Z,192.168.3.31,fw-collector-02,53,10.0.0.151,application,external,allow-any-any
2025-04-04T09:00:36Z,192.168.2.153,fw-collector-03,443,172.217.160.78,external,internal,allow-web-https
2025-04-04T09:00:46Z,192.168.2.80,fw-collector-02,3306,10.0.1.64,database,application,allow-database-access
2025-04-04T09:00:54Z,192.168.1.194,fw-collector-03,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-04T09:00:56Z,192.168.1.114,fw-collector-02,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T09:04:54Z,192.168.2.153,fw-collector-01,80,142.250.190.46,external,internal,allow-web-http
2025-04-04T09:05:00Z,192.168.3.31,fw-collector-01,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-04T09:05:11Z,192.168.4.115,fw-collector-01,53,52.94.236.248,external,internal,allow-dns
2025-04-04T09:06:07Z,192.168.3.246,fw-collector-01,22,10.0.0.151,dmz,internal,allow-ssh
2025-04-04T09:06:57Z,192.168.2.232,fw-collector-03,3306,10.0.1.70,database,application,allow-database-access
2025-04-04T09:08:04Z,192.168.4.238,fw-collector-02,53,151.101.1.69,external,internal,allow-dns
2025-04-04T09:08:46Z,192.168.2.153,fw-collector-03,80,31.13.72.36,external,internal,allow-web-http
2025-04-04T09:09:59Z,192.168.2.26,fw-collector-02,3306,10.0.1.173,database,application,allow-database-access
2025-04-04T09:10:03Z,192.168.1.218,fw-collector-01,3389,10.0.0.25,dmz,internal,allow-rdp
2025-04-04T09:11:23Z,192.168.5.82,fw-collector-01,53,10.0.0.25,internal,application,allow-any-any
2025-04-04T09:12:13Z,192.168.5.252,fw-collector-02,443,172.217.160.78,external,internal,allow-web-https
2025-04-04T09:12:24Z,192.168.3.246,fw-collector-01,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-04T09:13:03Z,192.168.2.112,fw-collector-03,80,13.107.42.14,external,internal,allow-web-http
2025-04-04T09:13:50Z,192.168.2.146,fw-collector-03,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T09:16:07Z,192.168.3.68,fw-collector-02,22,10.0.0.245,dmz,internal,allow-ssh
2025-04-04T09:16:34Z,192.168.2.51,fw-collector-03,53,151.101.1.69,external,internal,allow-dns
2025-04-04T09:16:45Z,192.168.4.238,fw-collector-01,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T09:17:35Z,192.168.2.252,fw-collector-02,3306,10.0.1.13,database,application,allow-database-access
2025-04-04T09:18:10Z,192.168.5.82,fw-collector-03,3306,10.0.0.27,external,application,allow-any-any
2025-04-04T09:19:44Z,192.168.1.114,fw-collector-01,443,172.217.160.78,external,internal,allow-web-https
2025-04-04T09:19:52Z,192.168.1.218,fw-collector-01,53,23.185.0.2,external,internal,allow-dns
2025-04-04T09:19:59Z,192.168.3.246,fw-collector-02,53,151.101.1.69,external,internal,allow-dns
2025-04-04T09:20:32Z,192.168.3.246,fw-collector-01,22,10.0.0.1,dmz,internal,allow-ssh
2025-04-04T09:21:10Z,192.168.5.252,fw-collector-01,22,10.0.0.32,database,application,allow-any-any
2025-04-04T09:21:43Z,192.168.5.252,fw-collector-01,443,104.244.42.65,external,internal,allow-web-https
2025-04-04T09:22:25Z,192.168.4.238,fw-collector-03,80,142.250.190.46,external,internal,allow-web-http
2025-04-04T09:22:28Z,192.168.4.115,fw-collector-02,80,13.107.42.14,external,internal,allow-web-http
2025-04-04T09:22:28Z,192.168.2.146,fw-collector-03,443,31.13.72.36,external,database,allow-any-any
2025-04-04T09:22:41Z,192.168.4.88,fw-collector-02,80,151.101.1.69,external,internal,allow-web-http
2025-04-04T09:23:40Z,192.168.2.110,fw-collector-02,53,23.185.0.2,external,internal,allow-dns
2025-04-04T09:24:52Z,192.168.2.36,fw-collector-02,3306,10.0.1.80,database,application,allow-database-access
2025-04-04T09:29:27Z,192.168.2.99,fw-collector-03,3306,10.0.1.34,database,application,allow-database-access
2025-04-04T09:30:12Z,192.168.5.229,fw-collector-03,1433,10.0.0.25,dmz,application,allow-any-any
2025-04-04T09:30:34Z,192.168.1.111,fw-collector-03,22,10.0.0.17,dmz,internal,allow-ssh
2025-04-04T09:31:54Z,192.168.1.194,fw-collector-02,53,23.185.0.2,internal,database,allow-any-any
2025-04-04T09:32:01Z,192.168.1.194,fw-collector-03,80,52.94.236.248,external,internal,allow-web-http
2025-04-04T09:33:38Z,192.168.1.111,fw-collector-02,80,151.101.1.69,external,internal,allow-web-http
2025-04-04T09:34:05Z,192.168.5.229,fw-collector-01,443,151.101.193.69,external,internal,allow-web-https
2025-04-04T09:34:41Z,192.168.2.178,fw-collector-02,3306,10.0.1.3,database,application,allow-database-access
2025-04-04T09:35:06Z,192.168.2.112,fw-collector-03,3389,10.0.0.151,dmz,internal,allow-rdp
2025-04-04T09:35:34Z,192.168.5.170,fw-collector-03,3389,10.0.0.119,dmz,internal,allow-rdp
2025-04-04T09:37:30Z,192.168.4.88,fw-collector-03,53,31.13.72.36,external,internal,allow-dns
2025-04-04T09:37:59Z,192.168.4.73,fw-collector-01,443,151.101.1.69,external,internal,allow-web-https
2025-04-04T09:38:10Z,192.168.4.115,fw-collector-02,3306,151.101.1.69,dmz,database,allow-any-any
2025-04-04T09:38:50Z,192.168.2.146,fw-collector-02,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-04T09:40:05Z,192.168.4.238,fw-collector-02,3389,10.0.0.151,dmz,internal,allow-rdp
2025-04-04T09:40:26Z,192.168.1.114,fw-collector-01,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-04T09:40:27Z,192.168.2.112,fw-collector-02,443,13.107.42.14,external,internal,allow-web-https
2025-04-04T09:40:36Z,192.168.4.73,fw-collector-03,22,10.0.0.151,dmz,internal,allow-ssh
2025-04-04T09:41:35Z,192.168.3.31,fw-collector-01,53,151.101.1.69,external,internal,allow-dns
2025-04-04T09:44:14Z,192.168.1.114,fw-collector-03,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-04T09:46:09Z,192.168.4.88,fw-collector-03,443,151.101.1.69,external,internal,allow-web-https
2025-04-04T09:47:34Z,192.168.1.111,fw-collector-01,443,31.13.72.36,external,internal,allow-web-https
2025-04-04T09:47:48Z,192.168.4.73,fw-collector-02,443,52.94.236.248,external,internal,allow-web-https
2025-04-04T09:49:33Z,192.168.5.82,fw-collector-02,80,10.0.0.1,internal,database,allow-any-any
2025-04-04T09:50:07Z,192.168.3.246,fw-collector-03,80,104.244.42.65,external,internal,allow-web-http
2025-04-04T09:50:36Z,192.168.2.202,fw-collector-03,3306,10.0.1.49,database,application,allow-database-access
2025-04-04T09:50:38Z,192.168.2.110,fw-collector-01,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-04T09:51:29Z,192.168.1.194,fw-collector-02,443,172.217.160.78,external,internal,allow-web-https
2025-04-04T09:53:11Z,192.168.2.85,fw-collector-01,3306,10.0.1.51,database,application,allow-database-access
2025-04-04T09:54:26Z,192.168.5.82,fw-collector-03,53,151.101.1.69,external,internal,allow-dns
2025-04-04T09:54:54Z,192.168.1.194,fw-collector-03,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-04T09:55:45Z,192.168.5.252,fw-collector-02,53,52.94.236.248,external,internal,allow-dns
2025-04-04T09:56:04Z,192.168.4.115,fw-collector-01,443,142.250.190.46,external,internal,allow-web-https
2025-04-04T09:57:03Z,192.168.2.112,fw-collector-03,53,31.13.72.36,external,internal,allow-dns
2025-04-04T09:58:09Z,192.168.2.153,fw-collector-03,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-04T09:59:08Z,192.168.4.73,fw-collector-01,80,151.101.1.69,external,internal,allow-web-http
2025-04-04T10:02:40Z,192.168.1.194,fw-collector-03,80,104.244.42.65,external,internal,allow-web-http
2025-04-04T10:03:03Z,192.168.2.48,fw-collector-03,3306,10.0.1.70,database,application,allow-database-access
2025-04-04T10:03:13Z,192.168.3.246,fw-collector-01,53,104.244.42.65,external,internal,allow-dns
2025-04-04T10:03:14Z,192.168.3.68,fw-collector-01,161,10.0.0.27,application,internal,allow-any-any
2025-04-04T10:05:27Z,192.168.2.245,fw-collector-01,3306,10.0.1.21,database,application,allow-database-access
2025-04-04T10:07:29Z,192.168.4.115,fw-collector-02,23,199.232.69.194,database,dmz,allow-any-any
2025-04-04T10:09:07Z,192.168.3.68,fw-collector-01,123,10.0.0.149,internal,external,allow-any-any
2025-04-04T10:09:25Z,192.168.2.153,fw-collector-03,80,31.13.72.36,external,internal,allow-web-http
2025-04-04T10:09:54Z,192.168.1.114,fw-collector-02,53,23.185.0.2,external,internal,allow-dns
2025-04-04T10:10:39Z,192.168.1.218,fw-collector-03,443,172.217.160.78,external,internal,allow-web-https
2025-04-04T10:10:57Z,192.168.1.114,fw-collector-02,443,104.244.42.65,external,internal,allow-web-https
2025-04-04T10:11:18Z,192.168.1.111,fw-collector-01,80,199.232.69.194,application,external,allow-any-any
2025-04-04T10:13:12Z,192.168.4.73,fw-collector-03,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-04T10:13:27Z,192.168.4.115,fw-collector-02,443,31.13.72.36,external,internal,allow-web-https
2025-04-04T10:15:57Z,192.168.2.222,fw-collector-03,3306,10.0.1.39,database,application,allow-database-access
2025-04-04T10:17:21Z,192.168.2.143,fw-collector-01,3306,10.0.1.28,database,application,allow-database-access
2025-04-04T10:18:26Z,192.168.3.68,fw-collector-01,443,23.185.0.2,external,internal,allow-web-https
2025-04-04T10:18:37Z,192.168.2.70,fw-collector-01,3306,10.0.1.70,database,application,allow-database-access
2025-04-04T10:20:17Z,192.168.2.112,fw-collector-03,443,52.94.236.248,external,internal,allow-web-https
2025-04-04T10:20:19Z,192.168.2.51,fw-collector-03,3306,10.0.1.242,database,application,allow-database-access
2025-04-04T10:22:02Z,192.168.2.188,fw-collector-01,3306,10.0.1.229,database,application,allow-database-access
2025-04-04T10:22:03Z,192.168.5.252,fw-collector-01,123,10.0.0.25,application,database,allow-any-any
2025-04-04T10:22:22Z,192.168.5.82,fw-collector-01,80,142.250.190.46,external,internal,allow-web-http
2025-04-04T10:22:26Z,192.168.4.238,fw-collector-03,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-04T10:25:09Z,192.168.5.170,fw-collector-02,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-04T10:25:29Z,192.168.2.153,fw-collector-01,1433,10.0.0.17,application,database,allow-any-any
2025-04-04T10:30:28Z,192.168.1.194,fw-collector-03,80,104.244.42.65,application,internal,allow-any-any
2025-04-04T10:32:09Z,192.168.4.73,fw-collector-03,53,52.94.236.248,external,internal,allow-any-any
2025-04-04T10:33:08Z,192.168.2.186,fw-collector-01,3306,10.0.1.214,database,application,allow-database-access
2025-04-04T10:33:41Z,192.168.2.136,fw-collector-02,3306,10.0.1.147,database,application,allow-database-access
2025-04-04T10:34:18Z,192.168.5.252,fw-collector-03,3389,10.0.0.17,dmz,internal,allow-rdp
2025-04-04T10:34:44Z,192.168.2.85,fw-collector-03,3306,10.0.1.162,database,application,allow-database-access
2025-04-04T10:38:11Z,192.168.4.115,fw-collector-01,25,10.0.0.27,external,internal,allow-any-any
2025-04-04T10:40:48Z,192.168.5.229,fw-collector-03,443,52.94.236.248,external,internal,allow-web-https
2025-04-04T10:43:20Z,192.168.5.229,fw-collector-03,80,23.185.0.2,external,internal,allow-web-http
2025-04-04T10:43:40Z,192.168.2.153,fw-collector-02,3389,10.0.0.32,dmz,internal,allow-rdp
2025-04-04T10:44:05Z,192.168.1.194,fw-collector-03,80,142.250.190.46,external,internal,allow-web-http
2025-04-04T10:45:36Z,192.168.2.130,fw-collector-03,3306,10.0.1.128,database,application,allow-database-access
2025-04-04T10:48:17Z,192.168.5.252,fw-collector-02,443,151.101.193.69,external,internal,allow-web-https
2025-04-04T10:49:44Z,192.168.2.110,fw-collector-02,443,151.101.193.69,external,internal,allow-web-https
2025-04-04T10:52:43Z,192.168.2.153,fw-collector-01,22,10.0.0.151,dmz,internal,allow-ssh
2025-04-04T10:53:28Z,192.168.3.246,fw-collector-03,443,172.217.160.78,external,internal,allow-web-https
2025-04-04T10:54:52Z,192.168.1.218,fw-collector-02,1433,172.217.160.78,application,dmz,allow-any-any
2025-04-04T10:55:16Z,192.168.2.28,fw-collector-03,3306,10.0.1.27,database,application,allow-database-access
2025-04-04T10:55:24Z,192.168.2.193,fw-collector-02,3306,10.0.1.9,database,application,allow-database-access
2025-04-04T10:56:10Z,192.168.2.227,fw-collector-01,3306,10.0.1.31,database,application,allow-database-access
2025-04-04T10:56:22Z,192.168.1.114,fw-collector-01,80,172.217.160.78,external,internal,allow-web-http
2025-04-04T10:56:33Z,192.168.5.252,fw-collector-03,80,23.185.0.2,external,internal,allow-web-http
2025-04-04T10:57:22Z,192.168.2.110,fw-collector-03,3306,10.0.1.10,database,application,allow-database-access
2025-04-04T10:59:26Z,192.168.4.238,fw-collector-02,80,10.0.0.17,dmz,external,allow-any-any
2025-04-04T11:01:33Z,192.168.4.73,fw-collector-01,443,151.101.193.69,external,internal,allow-web-https
2025-04-04T11:03:33Z,192.168.3.246,fw-collector-01,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-04T11:03:38Z,192.168.2.26,fw-collector-01,3306,10.0.1.192,database,application,allow-database-access
2025-04-04T11:03:42Z,192.168.1.111,fw-collector-03,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T11:03:47Z,192.168.2.110,fw-collector-02,80,199.232.69.194,external,internal,allow-web-http
2025-04-04T11:04:29Z,192.168.3.246,fw-collector-03,80,52.94.236.248,external,internal,allow-web-http
2025-04-04T11:04:39Z,192.168.1.114,fw-collector-01,3389,10.0.0.149,dmz,internal,allow-rdp
2025-04-04T11:04:43Z,192.168.4.238,fw-collector-01,3389,10.0.0.119,dmz,internal,allow-rdp
2025-04-04T11:05:49Z,192.168.3.68,fw-collector-03,443,52.94.236.248,external,internal,allow-web-https
2025-04-04T11:07:25Z,192.168.2.153,fw-collector-01,53,104.244.42.65,external,internal,allow-dns
2025-04-04T11:07:34Z,192.168.1.194,fw-collector-01,21,10.0.0.245,dmz,application,allow-any-any
2025-04-04T11:08:13Z,192.168.1.114,fw-collector-03,3389,10.0.0.149,internal,application,allow-any-any
2025-04-04T11:08:23Z,192.168.2.110,fw-collector-02,80,151.101.193.69,external,internal,allow-web-http
2025-04-04T11:08:31Z,192.168.1.194,fw-collector-03,3389,10.0.0.32,dmz,internal,allow-rdp
2025-04-04T11:10:29Z,192.168.1.114,fw-collector-01,22,142.250.190.46,dmz,external,allow-any-any
2025-04-04T11:11:06Z,192.168.5.82,fw-collector-03,3389,10.0.0.32,dmz,internal,allow-rdp
2025-04-04T11:11:30Z,192.168.2.51,fw-collector-01,22,10.0.0.25,dmz,internal,allow-ssh
2025-04-04T11:12:22Z,192.168.4.73,fw-collector-01,443,13.107.42.14,external,internal,allow-web-https
2025-04-04T11:12:50Z,192.168.4.238,fw-collector-02,123,10.0.0.245,application,dmz,allow-any-any
2025-04-04T11:13:38Z,192.168.2.146,fw-collector-03,443,31.13.72.36,external,internal,allow-web-https
2025-04-04T11:14:34Z,192.168.4.238,fw-collector-03,80,199.232.69.194,external,internal,allow-web-http
2025-04-04T11:16:54Z,192.168.3.31,fw-collector-01,53,23.185.0.2,external,internal,allow-dns
2025-04-04T11:17:07Z,192.168.5.170,fw-collector-03,80,142.250.190.46,external,internal,allow-web-http
2025-04-04T11:18:10Z,192.168.5.170,fw-collector-03,80,52.94.236.248,external,internal,allow-web-http
2025-04-04T11:18:15Z,192.168.3.68,fw-collector-03,443,151.101.1.69,external,internal,allow-web-https
2025-04-04T11:18:50Z,192.168.4.73,fw-collector-02,80,31.13.72.36,external,internal,allow-web-http
2025-04-04T11:20:29Z,192.168.3.246,fw-collector-02,22,151.101.1.69,external,dmz,allow-any-any
2025-04-04T11:25:26Z,192.168.2.146,fw-collector-01,53,199.232.69.194,external,internal,allow-dns
2025-04-04T11:26:21Z,192.168.5.229,fw-collector-01,443,151.101.1.69,external,internal,allow-web-https
2025-04-04T11:26:24Z,192.168.5.170,fw-collector-02,23,104.244.42.65,internal,database,allow-any-any
2025-04-04T11:29:51Z,192.168.5.252,fw-collector-03,53,13.107.42.14,external,internal,allow-dns
2025-04-04T11:30:11Z,192.168.4.115,fw-collector-02,80,142.250.190.46,external,internal,allow-web-http
2025-04-04T11:30:49Z,192.168.2.173,fw-collector-01,3306,10.0.1.71,database,application,allow-database-access
2025-04-04T11:30:53Z,192.168.2.116,fw-collector-01,3306,10.0.1.154,database,application,allow-database-access
2025-04-04T11:34:04Z,192.168.1.111,fw-collector-03,53,104.244.42.65,external,internal,allow-dns
2025-04-04T11:35:44Z,192.168.4.238,fw-collector-03,80,31.13.72.36,external,internal,allow-web-http
2025-04-04T11:36:28Z,192.168.2.210,fw-collector-03,3306,10.0.1.249,database,application,allow-database-access
2025-04-04T11:36:32Z,192.168.5.82,fw-collector-02,53,172.217.160.78,external,internal,allow-dns
2025-04-04T11:37:10Z,192.168.2.151,fw-collector-02,3306,10.0.1.67,database,application,allow-database-access
2025-04-04T11:38:14Z,192.168.1.194,fw-collector-03,80,142.250.190.46,external,internal,allow-web-http
2025-04-04T11:38:47Z,192.168.5.170,fw-collector-03,443,31.13.72.36,external,internal,allow-web-https
2025-04-04T11:40:44Z,192.168.3.68,fw-collector-02,443,23.185.0.2,external,internal,allow-web-https
2025-04-04T11:41:07Z,192.168.3.246,fw-collector-03,80,172.217.160.78,external,internal,allow-web-http
2025-04-04T11:41:35Z,192.168.2.217,fw-collector-01,3306,10.0.1.122,database,application,allow-database-access
2025-04-04T11:41:54Z,192.168.4.115,fw-collector-03,53,151.101.193.69,external,internal,allow-dns
2025-04-04T11:42:35Z,192.168.1.194,fw-collector-01,53,104.244.42.65,external,internal,allow-dns
2025-04-04T11:43:44Z,192.168.2.146,fw-collector-02,443,199.232.69.194,external,internal,allow-web-https
2025-04-04T11:44:00Z,192.168.4.73,fw-collector-01,80,104.244.42.65,external,internal,allow-web-http
2025-04-04T11:45:50Z,192.168.1.114,fw-collector-01,53,172.217.160.78,external,internal,allow-dns
2025-04-04T11:46:14Z,192.168.2.110,fw-collector-02,3389,10.0.0.151,dmz,internal,allow-rdp
2025-04-04T11:46:23Z,192.168.1.111,fw-collector-02,443,23.185.0.2,external,internal,allow-web-https
2025-04-04T11:46:50Z,192.168.2.184,fw-collector-02,3306,10.0.1.71,database,application,allow-database-access
2025-04-04T11:47:32Z,192.168.2.146,fw-collector-03,3389,10.0.0.149,dmz,internal,allow-rdp
2025-04-04T11:50:50Z,192.168.2.168,fw-collector-02,3306,10.0.1.110,database,application,allow-database-access
2025-04-04T11:51:18Z,192.168.4.73,fw-collector-01,22,10.0.0.25,dmz,internal,allow-ssh
2025-04-04T11:52:01Z,192.168.4.238,fw-collector-03,80,151.101.193.69,external,internal,allow-web-http
2025-04-04T11:52:01Z,192.168.1.114,fw-collector-01,53,13.107.42.14,external,internal,allow-dns
2025-04-04T11:52:22Z,192.168.1.218,fw-collector-01,80,23.185.0.2,external,internal,allow-web-http
2025-04-04T11:52:37Z,192.168.1.111,fw-collector-02,25,23.185.0.2,application,internal,allow-any-any
2025-04-04T11:53:42Z,192.168.4.88,fw-collector-02,443,199.232.69.194,external,internal,allow-web-https
2025-04-04T11:53:59Z,192.168.3.31,fw-collector-03,3389,10.0.0.32,dmz,internal,allow-rdp
2025-04-04T11:55:48Z,192.168.1.218,fw-collector-01,80,13.107.42.14,external,internal,allow-web-http
2025-04-04T11:56:00Z,192.168.4.73,fw-collector-03,22,10.0.0.1,dmz,internal,allow-ssh
2025-04-04T11:57:22Z,192.168.5.82,fw-collector-03,22,10.0.0.1,dmz,internal,allow-ssh
2025-04-04T11:58:15Z,192.168.2.134,fw-collector-01,3306,10.0.1.125,database,application,allow-database-access
2025-04-04T11:59:53Z,192.168.2.146,fw-collector-02,3306,10.0.1.101,database,application,allow-database-access
2025-04-04T12:00:07Z,192.168.1.114,fw-collector-03,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T12:01:07Z,192.168.2.146,fw-collector-01,3389,10.0.0.149,dmz,internal,allow-rdp
2025-04-04T12:05:02Z,192.168.2.51,fw-collector-01,80,172.217.160.78,external,internal,allow-web-http
2025-04-04T12:06:18Z,192.168.2.228,fw-collector-02,3306,10.0.1.23,database,application,allow-database-access
2025-04-04T12:08:40Z,192.168.1.111,fw-collector-02,53,151.101.193.69,external,internal,allow-dns
2025-04-04T12:09:40Z,192.168.2.200,fw-collector-02,3306,10.0.1.125,database,application,allow-database-access
2025-04-04T12:10:49Z,192.168.5.252,fw-collector-02,80,172.217.160.78,external,internal,allow-web-http
2025-04-04T12:13:02Z,192.168.5.82,fw-collector-01,53,151.101.193.69,external,internal,allow-dns
2025-04-04T12:13:11Z,192.168.2.98,fw-collector-03,3306,10.0.1.158,database,application,allow-database-access
2025-04-04T12:15:47Z,192.168.2.118,fw-collector-02,3306,10.0.1.178,database,application,allow-database-access
2025-04-04T12:17:33Z,192.168.2.153,fw-collector-01,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-04T12:17:52Z,192.168.1.114,fw-collector-03,3389,10.0.0.25,dmz,internal,allow-rdp
2025-04-04T12:18:01Z,192.168.5.252,fw-collector-02,161,10.0.0.27,database,internal,allow-any-any
2025-04-04T12:21:25Z,192.168.1.111,fw-collector-02,53,10.0.0.32,external,application,allow-any-any
2025-04-04T12:21:42Z,192.168.2.112,fw-collector-01,53,31.13.72.36,external,internal,allow-dns
2025-04-04T12:21:54Z,192.168.2.146,fw-collector-03,443,151.101.1.69,external,internal,allow-web-https
2025-04-04T12:22:26Z,192.168.1.218,fw-collector-03,53,142.250.190.46,external,internal,allow-dns
2025-04-04T12:23:07Z,192.168.1.111,fw-collector-03,80,52.94.236.248,external,internal,allow-web-http
2025-04-04T12:23:19Z,192.168.2.191,fw-collector-01,3306,10.0.1.216,database,application,allow-database-access
2025-04-04T12:25:14Z,192.168.5.252,fw-collector-01,443,199.232.69.194,external,internal,allow-web-https
2025-04-04T12:25:49Z,192.168.2.2,fw-collector-02,3306,10.0.1.186,database,application,allow-database-access
2025-04-04T12:25:57Z,192.168.2.246,fw-collector-02,3306,10.0.1.87,database,application,allow-database-access
2025-04-04T12:26:41Z,192.168.4.115,fw-collector-03,22,10.0.0.25,dmz,internal,allow-ssh
2025-04-04T12:26:48Z,192.168.2.185,fw-collector-03,3306,10.0.1.223,database,application,allow-database-access
2025-04-04T12:29:19Z,192.168.1.218,fw-collector-02,80,151.101.193.69,external,internal,allow-web-http
2025-04-04T12:29:54Z,192.168.2.153,fw-collector-01,80,151.101.1.69,external,internal,allow-web-http
2025-04-04T12:30:15Z,192.168.3.31,fw-collector-01,3389,10.0.0.25,dmz,internal,allow-rdp
2025-04-04T12:31:45Z,192.168.1.194,fw-collector-02,443,13.107.42.14,external,internal,allow-web-https
2025-04-04T12:32:07Z,192.168.1.218,fw-collector-03,443,23.185.0.2,external,internal,allow-web-https
2025-04-04T12:32:26Z,192.168.1.194,fw-collector-02,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-04T12:32:39Z,192.168.3.68,fw-collector-02,53,23.185.0.2,external,internal,allow-dns
2025-04-04T12:33:19Z,192.168.5.229,fw-collector-01,443,31.13.72.36,external,internal,allow-web-https
2025-04-04T12:34:00Z,192.168.2.51,fw-collector-03,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T12:34:11Z,192.168.2.153,fw-collector-03,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-04T12:37:55Z,192.168.2.112,fw-collector-03,443,142.250.190.46,external,internal,allow-web-https
2025-04-04T12:38:35Z,192.168.5.229,fw-collector-01,80,172.217.160.78,external,internal,allow-web-http
2025-04-04T12:38:47Z,192.168.3.31,fw-collector-02,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-04T12:40:38Z,192.168.2.133,fw-collector-02,3306,10.0.1.180,database,application,allow-database-access
2025-04-04T12:41:25Z,192.168.2.192,fw-collector-03,3306,10.0.1.67,database,application,allow-database-access
2025-04-04T12:41:39Z,192.168.5.170,fw-collector-03,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-04T12:41:49Z,192.168.5.170,fw-collector-03,443,199.232.69.194,external,internal,allow-web-https
2025-04-04T12:45:29Z,192.168.3.246,fw-collector-02,80,31.13.72.36,external,internal,allow-web-http
2025-04-04T12:45:33Z,192.168.3.68,fw-collector-02,443,31.13.72.36,external,internal,allow-web-https
2025-04-04T12:50:53Z,192.168.2.45,fw-collector-03,3306,10.0.1.215,database,application,allow-database-access
2025-04-04T12:51:43Z,192.168.4.115,fw-collector-02,443,151.101.1.69,external,internal,allow-web-https
2025-04-04T12:52:14Z,192.168.2.2,fw-collector-02,3306,10.0.1.14,database,application,allow-database-access
2025-04-04T12:52:34Z,192.168.3.31,fw-collector-03,443,31.13.72.36,external,internal,allow-web-https
2025-04-04T12:54:19Z,192.168.2.112,fw-collector-01,3389,10.0.0.32,dmz,internal,allow-rdp
2025-04-04T12:54:25Z,192.168.2.201,fw-collector-02,3306,10.0.1.19,database,application,allow-database-access
2025-04-04T12:55:44Z,192.168.4.73,fw-collector-03,53,151.101.193.69,external,internal,allow-dns
2025-04-04T12:55:45Z,192.168.2.87,fw-collector-03,3306,10.0.1.183,database,application,allow-database-access
2025-04-04T12:56:39Z,192.168.2.112,fw-collector-01,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-04T12:57:08Z,192.168.5.252,fw-collector-03,80,151.101.1.69,external,internal,allow-web-http
2025-04-04T13:00:05Z,192.168.2.207,fw-collector-01,3306,10.0.1.102,database,application,allow-database-access
2025-04-04T13:00:17Z,192.168.4.115,fw-collector-02,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-04T13:00:42Z,192.168.5.82,fw-collector-01,21,31.13.72.36,database,internal,allow-any-any
2025-04-04T13:01:05Z,192.168.1.218,fw-collector-03,25,52.94.236.248,dmz,database,allow-any-any
2025-04-04T13:01:06Z,192.168.4.73,fw-collector-03,443,199.232.69.194,external,internal,allow-web-https
2025-04-04T13:01:47Z,192.168.2.77,fw-collector-01,3306,10.0.1.201,database,application,allow-database-access
2025-04-04T13:02:17Z,192.168.2.51,fw-collector-01,3306,199.232.69.194,internal,dmz,allow-any-any
2025-04-04T13:05:33Z,192.168.2.236,fw-collector-03,3306,10.0.1.153,database,application,allow-database-access
2025-04-04T13:07:56Z,192.168.3.31,fw-collector-01,80,23.185.0.2,external,internal,allow-web-http
2025-04-04T13:08:01Z,192.168.1.194,fw-collector-03,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-04T13:09:24Z,192.168.2.110,fw-collector-02,22,10.0.0.119,dmz,internal,allow-ssh
